alexnet,cifar10,2020-11-06T08:07:50Z,2020-11-06T08:08:34Z
alexnet,cifar100,2020-11-06T08:08:42Z,2020-11-06T08:09:27Z
resnet18,cifar10,2020-11-06T08:39:38Z,2020-11-06T08:41:46Z
resnet18,cifar100,2020-11-06T08:41:54Z,2020-11-06T08:44:04Z
resnet34,cifar10,2020-11-06T08:44:23Z,2020-11-06T08:47:53Z
resnet34,cifar100,2020-11-06T08:48:00Z,2020-11-06T08:51:32Z
resnet50,cifar10,2020-11-06T08:51:53Z,2020-11-06T09:03:15Z
resnet50,cifar100,2020-11-06T09:03:24Z,2020-11-06T09:14:50Z
squeezenet1_1,cifar10,2020-11-06T09:17:46Z,2020-11-06T09:19:16Z
squeezenet1_1,cifar100,2020-11-06T09:19:24Z,2020-11-06T09:20:54Z
densenet121,cifar10,2020-11-06T09:21:01Z,2020-11-06T09:31:39Z
densenet121,cifar100,2020-11-06T09:31:47Z,2020-11-06T09:42:31Z
densenet169,cifar10,2020-11-06T09:42:46Z,2020-11-06T09:56:34Z
densenet169,cifar100,2020-11-06T09:56:43Z,2020-11-06T10:10:35Z
inception_v3,cifar10,2020-11-06T10:15:36Z,2020-11-06T10:23:38Z
inception_v3,cifar100,2020-11-06T10:23:46Z,2020-11-06T10:31:47Z
googlenet,cifar10,2020-11-06T10:31:59Z,2020-11-06T10:35:50Z
googlenet,cifar100,2020-11-06T10:35:58Z,2020-11-06T10:39:48Z
shufflenet_v2_x0_5,cifar10,2020-11-06T10:39:56Z,2020-11-06T10:40:44Z
shufflenet_v2_x0_5,cifar100,2020-11-06T10:40:46Z,2020-11-06T10:41:36Z
shufflenet_v2_x1_0,cifar10,2020-11-06T10:41:40Z,2020-11-06T10:43:21Z
shufflenet_v2_x1_0,cifar100,2020-11-06T10:43:23Z,2020-11-06T10:45:03Z
mobilenet_v2,cifar10,2020-11-06T10:45:06Z,2020-11-06T10:48:28Z
mobilenet_v2,cifar100,2020-11-06T10:48:36Z,2020-11-06T10:51:56Z
mnasnet0_5,cifar10,2020-11-06T11:39:16Z,2020-11-06T11:40:57Z
mnasnet0_5,cifar100,2020-11-06T11:41:05Z,2020-11-06T11:42:46Z
mnasnet1_0,cifar10,2020-11-06T11:42:49Z,2020-11-06T11:46:14Z
mnasnet1_0,cifar100,2020-11-06T11:46:17Z,2020-11-06T11:49:41Z
