1,16,3,1,10.370302,156.913173
1,16,3,2,10.370277,107.377533
1,16,3,4,5.249813,75.359548
1,16,3,8,5.253265,63.335592
1,16,3,16,2.683844,51.752248
1,16,3,32,2.691338,50.297356
1,16,3,64,2.680690,48.661741
2,16,3,1,7.862256,149.973310
2,16,3,2,4.592066,102.156599
2,16,3,4,3.002891,72.650631
2,16,3,8,2.147537,57.002784
2,16,3,16,1.633675,46.469791
2,16,3,32,1.194710,34.348728
2,16,3,64,1.063140,30.394514
4,16,3,1,7.264721,158.359458
4,16,3,2,4.213114,98.493705
4,16,3,4,2.751327,68.166879
4,16,3,8,1.961177,52.061024
4,16,3,16,1.547424,43.967661
4,16,3,32,1.214587,34.350010
4,16,3,64,1.027682,28.744922
1,16,5,1,20.558189,277.462364
1,16,5,2,10.367874,148.898361
1,16,5,4,10.369287,112.284076
1,16,5,8,5.258691,85.113735
1,16,5,16,5.243584,76.875048
1,16,5,32,5.250544,70.148929
1,16,5,64,5.249551,67.217601
2,16,5,1,11.343296,220.550949
2,16,5,2,7.089295,153.042150
2,16,5,4,4.551457,106.091770
2,16,5,8,3.137209,80.566017
2,16,5,16,2.266669,63.678792
2,16,5,32,1.813956,52.788134
2,16,5,64,1.601218,45.995122
4,16,5,1,11.056180,240.556513
4,16,5,2,6.412458,147.933154
4,16,5,4,4.075288,101.015672
4,16,5,8,2.908604,76.155628
4,16,5,16,2.264383,59.151704
4,16,5,32,1.834919,51.190298
4,16,5,64,1.600284,44.832526
1,16,7,1,20.570657,357.170046
1,16,7,2,10.369987,193.056940
1,16,7,4,10.379519,142.773804
1,16,7,8,10.375753,117.061895
1,16,7,16,5.261663,94.565676
1,16,7,32,5.250949,87.702229
1,16,7,64,5.249490,84.507169
2,16,7,1,14.810140,293.842021
2,16,7,2,9.639031,206.440389
2,16,7,4,6.213633,142.206851
2,16,7,8,5.215673,105.567357
2,16,7,16,5.239383,84.889553
2,16,7,32,2.447236,70.682070
2,16,7,64,2.115330,60.893094
4,16,7,1,14.927471,324.242456
4,16,7,2,8.593997,198.630534
4,16,7,4,5.448116,133.497705
4,16,7,8,3.795110,98.040459
4,16,7,16,3.073938,71.934996
4,16,7,32,2.424373,62.838646
4,16,7,64,2.092940,58.394015
