1,16,3,1,133.865123
1,16,3,32,30.300678
1,16,3,64,22.373591
1,16,3,128,21.412966
1,16,3,256,22.522967
1,16,3,512,26.553693
1,16,3,1024,28.413735
2,16,3,1,117.284331
2,16,3,32,15.375102
2,16,3,64,13.464436
2,16,3,128,12.535143
2,16,3,256,11.967213
2,16,3,512,14.467470
2,16,3,1024,15.469862
4,16,3,1,138.723617
4,16,3,32,10.921592
4,16,3,64,9.448332
4,16,3,128,8.475238
4,16,3,256,7.920674
4,16,3,512,9.062728
4,16,3,1024,9.238772
1,16,5,1,204.341577
1,16,5,32,46.816930
1,16,5,64,35.024227
1,16,5,128,34.230508
1,16,5,256,33.335324
1,16,5,512,42.312642
1,16,5,1024,42.489726
2,16,5,1,184.252719
2,16,5,32,24.250123
2,16,5,64,21.246611
2,16,5,128,19.755863
2,16,5,256,18.867848
2,16,5,512,22.434558
2,16,5,1024,23.730706
4,16,5,1,215.766228
4,16,5,32,17.413367
4,16,5,64,15.028754
4,16,5,128,13.591541
4,16,5,256,12.929052
4,16,5,512,14.480165
4,16,5,1024,14.315259
1,16,7,1,279.965280
1,16,7,32,64.252365
1,16,7,64,48.408707
1,16,7,128,46.980739
1,16,7,256,46.287084
1,16,7,512,55.489004
1,16,7,1024,60.359490
2,16,7,1,250.493595
2,16,7,32,33.022520
2,16,7,64,29.024875
2,16,7,128,27.361584
2,16,7,256,26.621207
2,16,7,512,31.048105
2,16,7,1024,32.929098
4,16,7,1,291.264192
4,16,7,32,24.119740
4,16,7,64,20.518386
4,16,7,128,18.497784
4,16,7,256,17.783622
4,16,7,512,19.946991
4,16,7,1024,20.635764
