1,16,3,1,6.945126,10.321903
1,16,3,2,4.636539,10.370591
1,16,3,4,3.025078,5.245061
1,16,3,8,2.797513,2.687157
1,16,3,16,2.322751,2.685678
1,16,3,32,2.188926,2.696733
1,16,3,64,2.049784,2.684042
2,16,3,1,7.681016,7.895339
2,16,3,2,3.806204,4.589357
2,16,3,4,2.518514,2.962301
2,16,3,8,1.764616,2.148649
2,16,3,16,1.233894,1.657461
2,16,3,32,0.981979,1.368370
2,16,3,64,0.916777,1.079396
4,16,3,1,6.088341,7.216121
4,16,3,2,3.522725,4.273768
4,16,3,4,2.129687,2.774267
4,16,3,8,1.465433,1.948366
4,16,3,16,1.046513,1.579638
4,16,3,32,0.783170,1.215706
4,16,3,64,0.665771,1.049845
1,16,5,1,10.541625,20.570754
1,16,5,2,6.815402,10.372021
1,16,5,4,4.513809,10.375911
1,16,5,8,3.331622,5.253150
1,16,5,16,3.151933,5.247219
1,16,5,32,2.889709,5.249745
1,16,5,64,2.704208,5.254435
2,16,5,1,10.448114,11.428633
2,16,5,2,5.843315,7.112761
2,16,5,4,3.806954,4.535738
2,16,5,8,2.647572,3.106790
2,16,5,16,1.941993,2.315640
2,16,5,32,1.578878,1.844166
2,16,5,64,1.419088,1.581709
4,16,5,1,9.266474,11.237636
4,16,5,2,5.349081,6.515928
4,16,5,4,3.211967,4.099729
4,16,5,8,2.138184,2.902743
4,16,5,16,1.561755,2.257323
4,16,5,32,1.186909,1.857692
4,16,5,64,1.014647,1.608015
1,16,7,1,14.671153,20.555126
1,16,7,2,8.659239,10.366056
1,16,7,4,6.129961,10.383415
1,16,7,8,4.493890,10.377307
1,16,7,16,3.726652,5.256664
1,16,7,32,3.609023,5.251966
1,16,7,64,3.524696,5.245225
2,16,7,1,13.343437,14.999995
2,16,7,2,8.112525,9.755099
2,16,7,4,5.142615,6.190162
2,16,7,8,3.561247,4.208188
2,16,7,16,2.561682,2.930704
2,16,7,32,2.022595,2.410509
2,16,7,64,1.843445,2.202557
4,16,7,1,12.497000,15.103884
4,16,7,2,7.234686,8.724074
4,16,7,4,4.274178,5.514260
4,16,7,8,2.834558,3.797247
4,16,7,16,2.046310,3.010002
4,16,7,32,1.625741,2.411141
4,16,7,64,1.398294,2.083596
