1,16,3,1,0.952519,1.017766
1,16,3,2,0.874314,0.626881
1,16,3,4,0.865689,0.430053
1,16,3,8,0.754625,0.328354
1,16,3,16,0.696239,0.284113
1,16,3,32,0.742702,0.272367
1,16,3,64,0.785694,0.285206
2,16,3,1,1.525498,1.004827
2,16,3,2,1.007444,0.629826
2,16,3,4,0.507192,0.431432
2,16,3,8,0.380537,0.332499
2,16,3,16,0.281352,0.290953
2,16,3,32,0.306688,0.264386
2,16,3,64,0.345895,0.293645
4,16,3,1,1.000132,1.003106
4,16,3,2,0.615356,0.619036
4,16,3,4,0.389302,0.435723
4,16,3,8,0.303673,0.336401
4,16,3,16,0.252595,0.289626
4,16,3,32,0.235533,0.273946
4,16,3,64,0.250859,0.284270
1,16,5,1,1.423552,1.540668
1,16,5,2,1.127960,0.906463
1,16,5,4,1.098022,0.611788
1,16,5,8,0.929061,0.466701
1,16,5,16,0.871875,0.387455
1,16,5,32,0.912632,0.375909
1,16,5,64,1.038795,0.409569
2,16,5,1,2.252584,1.563590
2,16,5,2,1.345396,0.910817
2,16,5,4,0.647032,0.614972
2,16,5,8,0.519031,0.465305
2,16,5,16,0.436037,0.400780
2,16,5,32,0.414500,0.367570
2,16,5,64,0.462843,0.403563
4,16,5,1,1.476105,1.527950
4,16,5,2,0.883585,0.907698
4,16,5,4,0.549522,0.614697
4,16,5,8,0.411561,0.471536
4,16,5,16,0.339835,0.389163
4,16,5,32,0.325890,0.375688
4,16,5,64,0.335930,0.408353
1,16,7,1,1.955642,2.015714
1,16,7,2,1.434920,1.248561
1,16,7,4,1.332123,0.810062
1,16,7,8,1.129116,0.598104
1,16,7,16,1.065457,0.494745
1,16,7,32,1.119576,0.467913
1,16,7,64,1.294706,0.519124
2,16,7,1,2.921321,2.134763
2,16,7,2,1.333603,1.214434
2,16,7,4,0.832445,0.802726
2,16,7,8,0.643061,0.592922
2,16,7,16,0.522915,0.498369
2,16,7,32,0.508948,0.473840
2,16,7,64,0.582191,0.509089
4,16,7,1,1.897515,2.025059
4,16,7,2,1.190868,1.197760
4,16,7,4,0.709576,0.809721
4,16,7,8,0.529023,0.597842
4,16,7,16,0.418610,0.498350
4,16,7,32,0.392805,0.473145
4,16,7,64,0.419086,0.525667
