alexnet,cifar10,2020-11-05T22:28:55Z,2020-11-05T22:28:58Z
alexnet,cifar100,2020-11-05T22:28:59Z,2020-11-05T22:29:02Z
vim vgg11,cifar10,2020-11-05T22:29:03Z,2020-11-05T22:29:39Z
vgg11,cifar100,2020-11-05T22:29:39Z,2020-11-05T22:30:14Z
vgg11_bn,cifar10,2020-11-05T22:30:16Z,2020-11-05T22:30:55Z
vgg11_bn,cifar100,2020-11-05T22:30:55Z,2020-11-05T22:31:34Z
vgg13,cifar10,2020-11-05T22:31:35Z,2020-11-05T22:32:27Z
vgg13,cifar100,2020-11-05T22:32:28Z,2020-11-05T22:33:20Z
vgg13_bn,cifar10,2020-11-05T22:33:22Z,2020-11-05T22:34:20Z
vgg13_bn,cifar100,2020-11-05T22:34:20Z,2020-11-05T22:35:19Z
vgg16,cifar10,2020-11-05T22:35:20Z,2020-11-05T22:36:28Z
vgg16,cifar100,2020-11-05T22:36:28Z,2020-11-05T22:37:36Z
vgg16_bn,cifar10,2020-11-05T22:37:37Z,2020-11-05T22:38:51Z
vgg16_bn,cifar100,2020-11-05T22:38:52Z,2020-11-05T22:40:06Z
vgg19,cifar10,2020-11-05T22:40:07Z,2020-11-05T22:41:29Z
vgg19,cifar100,2020-11-05T22:41:30Z,2020-11-05T22:42:52Z
vgg19_bn,cifar10,2020-11-05T22:42:54Z,2020-11-05T22:44:23Z
vgg19_bn,cifar100,2020-11-05T22:44:23Z,2020-11-05T22:45:53Z
resnet18,cifar10,2020-11-05T22:45:53Z,2020-11-05T22:46:02Z
resnet18,cifar100,2020-11-05T22:46:03Z,2020-11-05T22:46:12Z
resnet34,cifar10,2020-11-05T22:46:12Z,2020-11-05T22:46:28Z
resnet34,cifar100,2020-11-05T22:46:29Z,2020-11-05T22:46:44Z
resnet50,cifar10,2020-11-05T22:46:45Z,2020-11-05T22:47:14Z
resnet50,cifar100,2020-11-05T22:47:14Z,2020-11-05T22:47:41Z
resnet101,cifar10,2020-11-05T22:47:42Z,2020-11-05T22:48:27Z
resnet101,cifar100,2020-11-05T22:48:27Z,2020-11-05T22:49:11Z
resnet152,cifar10,2020-11-05T22:49:12Z,2020-11-05T22:50:15Z
resnet152,cifar100,2020-11-05T22:50:15Z,2020-11-05T22:51:17Z
squeezenet1_0,cifar10,2020-11-05T22:51:17Z,2020-11-05T22:51:25Z
squeezenet1_0,cifar100,2020-11-05T22:51:26Z,2020-11-05T22:51:33Z
squeezenet1_1,cifar10,2020-11-05T22:51:34Z,2020-11-05T22:51:38Z
squeezenet1_1,cifar100,2020-11-05T22:51:38Z,2020-11-05T22:51:43Z
densenet121,cifar10,2020-11-05T22:51:43Z,2020-11-05T22:52:09Z
densenet121,cifar100,2020-11-05T22:52:09Z,2020-11-05T22:52:34Z
densenet169,cifar10,2020-11-05T22:52:35Z,2020-11-05T22:53:03Z
densenet169,cifar100,2020-11-05T22:53:04Z,2020-11-05T22:53:33Z
densenet161,cifar10,2020-11-05T22:53:33Z,2020-11-05T22:54:34Z
densenet161,cifar100,2020-11-05T22:54:34Z,2020-11-05T22:55:35Z
densenet201,cifar10,2020-11-05T22:55:35Z,2020-11-05T22:56:15Z
densenet201,cifar100,2020-11-05T22:56:15Z,2020-11-05T22:56:55Z
inception_v3,cifar10,2020-11-05T22:56:55Z,2020-11-05T22:57:12Z
inception_v3,cifar100,2020-11-05T22:57:13Z,2020-11-05T22:57:30Z
googlenet,cifar10,2020-11-05T22:57:30Z,2020-11-05T22:57:43Z
googlenet,cifar100,2020-11-05T22:57:44Z,2020-11-05T22:57:57Z
shufflenet_v2_x0_5,cifar10,2020-11-05T22:57:57Z,2020-11-05T22:57:59Z
shufflenet_v2_x0_5,cifar100,2020-11-05T22:57:59Z,2020-11-05T22:58:00Z
shufflenet_v2_x1_0,cifar10,2020-11-05T22:58:01Z,2020-11-05T22:58:03Z
shufflenet_v2_x1_0,cifar100,2020-11-05T22:58:04Z,2020-11-05T22:58:06Z
mobilenet_v2,cifar10,2020-11-05T22:58:06Z,2020-11-05T22:58:15Z
mobilenet_v2,cifar100,2020-11-05T22:58:15Z,2020-11-05T22:58:24Z
resnext50_32x4d,cifar10,2020-11-05T22:58:24Z,2020-11-05T22:58:59Z
resnext50_32x4d,cifar100,2020-11-05T22:58:59Z,2020-11-05T22:59:34Z
resnext101_32x8d,cifar10,2020-11-05T22:59:35Z,2020-11-05T23:01:08Z
resnext101_32x8d,cifar100,2020-11-05T23:01:08Z,2020-11-05T23:02:39Z
wide_resnet50_2,cifar10,2020-11-05T23:02:40Z,2020-11-05T23:03:39Z
wide_resnet50_2,cifar100,2020-11-05T23:03:39Z,2020-11-05T23:04:37Z
wide_resnet101_2,cifar10,2020-11-05T23:04:39Z,2020-11-05T23:06:20Z
wide_resnet101_2,cifar100,2020-11-05T23:06:20Z,2020-11-05T23:07:59Z
mnasnet0_5,cifar10,2020-11-05T23:08:00Z,2020-11-05T23:08:02Z
mnasnet0_5,cifar100,2020-11-05T23:08:03Z,2020-11-05T23:08:05Z
mnasnet1_0,cifar10,2020-11-05T23:08:05Z,2020-11-05T23:08:12Z
mnasnet1_0,cifar100,2020-11-05T23:08:12Z,2020-11-05T23:08:18Z
